No._Base	ToneName_freemidi	MSB	LSB	PC_0Origin	Category	Bank	PC	No.	ToneName	remove_left1	head_suff
120	Reverse Cym.	0	3	119	Percussive	SC-88Pro	120	120	Reverse Cym.	everse Cym.	
120+	Reverse Cym2	1	3	119	Percussive	SC-88Pro	120	120+	Reverse Cym2	everse Cym2	
120+	Reverse Cym3	2	3	119	Percussive	SC-88Pro	120	120+	Reverse Cym3	everse Cym3	
120+	Rev.Snare 1	8	3	119	Percussive	SC-88Pro	120	120+	Rev.Snare 1	ev.Snare 1	
120+	Rev.Snare 2	9	3	119	Percussive	SC-88Pro	120	120+	Rev.Snare 2	ev.Snare 2	
120+	Rev.Kick 1	16	3	119	Percussive	SC-88Pro	120	120+	Rev.Kick 1	ev.Kick 1	
120+	Rev.ConBD	17	3	119	Percussive	SC-88Pro	120	120+	Rev.ConBD	ev.ConBD	
120+	Rev.Tom 1	24	3	119	Percussive	SC-88Pro	120	120+	Rev.Tom 1	ev.Tom 1	
120+	Rev.Tom 2	25	3	119	Percussive	SC-88Pro	120	120+	Rev.Tom 2	ev.Tom 2	
113	$Tinkle Bell	0	2	112	Percussive	SC-88	113	113	'Tinkle Bell	Tinkle Bell	'
113+	$Bonang	8	2	112	Percussive	SC-88	113	113+	'Bonang	Bonang	'
113+	$Gender	9	2	112	Percussive	SC-88	113	113+	'Gender	Gender	'
113+	$GamelanGong	10	2	112	Percussive	SC-88	113	113+	'GamelanGong	GamelanGong	'
113+	$St.Gamelan	11	2	112	Percussive	SC-88	113	113+	'St.Gamelan	St.Gamelan	'
113+	$RAMA Cymbal	16	2	112	Percussive	SC-88	113	113+	'RAMA Cymbal	RAMA Cymbal	'
114	$Agogo	0	2	113	Percussive	SC-88	114	114	'Agogo	Agogo	'
114+	$Atarigane	8	2	113	Percussive	SC-88	114	114+	'Atarigane	Atarigane	'
115	$Steel Drums	0	2	114	Percussive	SC-88	115	115	'Steel Drums	Steel Drums	'
116	$Woodblock	0	2	115	Percussive	SC-88	116	116	'Woodblock	Woodblock	'
116+	$Castanets	8	2	115	Percussive	SC-88	116	116+	'Castanets	Castanets	'
117	$Taiko	0	2	116	Percussive	SC-88	117	117	'Taiko	Taiko	'
117+	$Concert BD	8	2	116	Percussive	SC-88	117	117+	'Concert BD	Concert BD	'
118	$Melo. Tom 1	0	2	117	Percussive	SC-88	118	118	'Melo. Tom 1	Melo. Tom 1	'
118+	$Real Tom	1	2	117	Percussive	SC-88	118	118+	'Real Tom	Real Tom	'
118+	$Melo. Tom 2	8	2	117	Percussive	SC-88	118	118+	'Melo. Tom 2	Melo. Tom 2	'
118+	$Rock Tom	9	2	117	Percussive	SC-88	118	118+	'Rock Tom	Rock Tom	'
119	$Synth Drum	0	2	118	Percussive	SC-88	119	119	'Synth Drum	Synth Drum	'
119+	$808 Tom	8	2	118	Percussive	SC-88	119	119+	'808 Tom	808 Tom	'
119+	$Elec Perc	9	2	118	Percussive	SC-88	119	119+	'Elec Perc	Elec Perc	'
120	$Reverse Cym	0	2	119	Percussive	SC-88	120	120	'Reverse Cym	Reverse Cym	'
120+	$ReverseCym2	1	2	119	Percussive	SC-88	120	120+	'ReverseCym2	ReverseCym2	'
120+	$Rev.Snare 1	8	2	119	Percussive	SC-88	120	120+	'Rev.Snare 1	Rev.Snare 1	'
120+	$Rev.Snare 2	9	2	119	Percussive	SC-88	120	120+	'Rev.Snare 2	Rev.Snare 2	'
120+	$Rev.Kick 1	16	2	119	Percussive	SC-88	120	120+	'Rev.Kick 1	Rev.Kick 1	'
120+	$Rev.ConBD	17	2	119	Percussive	SC-88	120	120+	'Rev.ConBD	Rev.ConBD	'
120+	$Rev.Tom 1	24	2	119	Percussive	SC-88	120	120+	'Rev.Tom 1	Rev.Tom 1	'
120+	$Rev.Tom 2	25	2	119	Percussive	SC-88	120	120+	'Rev.Tom 2	Rev.Tom 2	'
113	*Tinkle Bell	0	1	112	Percussive	SC-55	113	113	"Tinkle Bell	Tinkle Bell	"
114	*Agogo	0	1	113	Percussive	SC-55	114	114	"Agogo	Agogo	"
115	*Steel Drums	0	1	114	Percussive	SC-55	115	115	"Steel Drums	Steel Drums	"
116	*Woodblock	0	1	115	Percussive	SC-55	116	116	"Woodblock	Woodblock	"
116+	*Castanets	8	1	115	Percussive	SC-55	116	116+	"Castanets	Castanets	"
117	*Taiko	0	1	116	Percussive	SC-55	117	117	"Taiko	Taiko	"
117+	*Concert BD	8	1	116	Percussive	SC-55	117	117+	"Concert BD	Concert BD	"
118	*Melo. Tom 1	0	1	117	Percussive	SC-55	118	118	"Melo. Tom 1	Melo. Tom 1	"
118+	*Melo. Tom 2	8	1	117	Percussive	SC-55	118	118+	"Melo. Tom 2	Melo. Tom 2	"
119	*Synth Drum	0	1	118	Percussive	SC-55	119	119	"Synth Drum	Synth Drum	"
119+	*808 Tom	8	1	118	Percussive	SC-55	119	119+	"808 Tom	808 Tom	"
119+	*Elec Perc	9	1	118	Percussive	SC-55	119	119+	"Elec Perc	Elec Perc	"
120	*Reverse Cym	0	1	119	Percussive	SC-55	120	120	"Reverse Cym	Reverse Cym	"
114	#Melodic Tom	127	1	113	Percussive	CM-64	114	114	#"Melodic Tom	Melodic Tom	#"
115	#Deep Snare	127	1	114	Percussive	CM-64	115	115	#"Deep Snare	Deep Snare	#"
116	#Elec Perc 1	127	1	115	Percussive	CM-64	116	116	#"Elec Perc 1	Elec Perc 1	#"
117	#Elec Perc 2	127	1	116	Percussive	CM-64	117	117	#"Elec Perc 2	Elec Perc 2	#"
118	#Taiko	127	1	117	Percussive	CM-64	118	118	#"Taiko	Taiko	#"
119	#Taiko Rim	127	1	118	Percussive	CM-64	119	119	#"Taiko Rim	Taiko Rim	#"
120	#Cymbal	127	1	119	Percussive	CM-64	120	120	#"Cymbal	Cymbal	#"
121	#Castanets	127	1	120	Percussive	CM-64	121	121	#"Castanets	Castanets	#"
122	#Triangle	127	1	121	Percussive	CM-64	122	122	#"Triangle	Triangle	#"
121	Gt.FretNoise	0	3	120	SFX	SC-88Pro	121	121	Gt.FretNoise	t.FretNoise	
121+	Gt.Cut Noise	1	3	120	SFX	SC-88Pro	121	121+	Gt.Cut Noise	t.Cut Noise	
121+	String Slap	2	3	120	SFX	SC-88Pro	121	121+	String Slap	tring Slap	
121+	Gt.CutNoise2	3	3	120	SFX	SC-88Pro	121	121+	Gt.CutNoise2	t.CutNoise2	
121+	Dist.CutNoiz	4	3	120	SFX	SC-88Pro	121	121+	Dist.CutNoiz	ist.CutNoiz	
121+	Bass Slide	5	3	120	SFX	SC-88Pro	121	121+	Bass Slide	ass Slide	
121+	Pick Scrape	6	3	120	SFX	SC-88Pro	121	121+	Pick Scrape	ick Scrape	
121+	Gtr. FX Menu	8	3	120	SFX	SC-88Pro	121	121+	Gtr. FX Menu	tr. FX Menu	
121+	Bartok Pizz.	9	3	120	SFX	SC-88Pro	121	121+	Bartok Pizz.	artok Pizz.	
121+	Guitar Slap	10	3	120	SFX	SC-88Pro	121	121+	Guitar Slap	uitar Slap	
121+	Chord Stroke	11	3	120	SFX	SC-88Pro	121	121+	Chord Stroke	hord Stroke	
121+	Biwa Stroke	12	3	120	SFX	SC-88Pro	121	121+	Biwa Stroke	iwa Stroke	
121+	Biwa Tremolo	13	3	120	SFX	SC-88Pro	121	121+	Biwa Tremolo	iwa Tremolo	
122	Breath Noise	0	3	121	SFX	SC-88Pro	122	122	Breath Noise	reath Noise	
122+	Fl.Key Click	1	3	121	SFX	SC-88Pro	122	122+	Fl.Key Click	l.Key Click	
123	Seashore	0	3	122	SFX	SC-88Pro	123	123	Seashore	eashore	
123+	Rain	1	3	122	SFX	SC-88Pro	123	123+	Rain	ain	
123+	Thunder	2	3	122	SFX	SC-88Pro	123	123+	Thunder	hunder	
123+	Wind	3	3	122	SFX	SC-88Pro	123	123+	Wind	ind	
123+	Stream	4	3	122	SFX	SC-88Pro	123	123+	Stream	tream	
123+	Bubble	5	3	122	SFX	SC-88Pro	123	123+	Bubble	ubble	
123+	Wind 2	6	3	122	SFX	SC-88Pro	123	123+	Wind 2	ind 2	
123+	Pink Noise	16	3	122	SFX	SC-88Pro	123	123+	Pink Noise	ink Noise	
123+	White Noise	17	3	122	SFX	SC-88Pro	123	123+	White Noise	hite Noise	
124	Bird	0	3	123	SFX	SC-88Pro	124	124	Bird	ird	
124+	Dog	1	3	123	SFX	SC-88Pro	124	124+	Dog	og	
124+	Horse-Gallop	2	3	123	SFX	SC-88Pro	124	124+	Horse-Gallop	orse-Gallop	
124+	Bird 2	3	3	123	SFX	SC-88Pro	124	124+	Bird 2	ird 2	
124+	Kitty	4	3	123	SFX	SC-88Pro	124	124+	Kitty	itty	
124+	Growl	5	3	123	SFX	SC-88Pro	124	124+	Growl	rowl	
125	Telephone 1	0	3	124	SFX	SC-88Pro	125	125	Telephone 1	elephone 1	
125+	Telephone 2	1	3	124	SFX	SC-88Pro	125	125+	Telephone 2	elephone 2	
125+	DoorCreaking	2	3	124	SFX	SC-88Pro	125	125+	DoorCreaking	oorCreaking	
125+	Door	3	3	124	SFX	SC-88Pro	125	125+	Door	oor	
125+	Scratch	4	3	124	SFX	SC-88Pro	125	125+	Scratch	cratch	
125+	Wind Chimes	5	3	124	SFX	SC-88Pro	125	125+	Wind Chimes	ind Chimes	
125+	Scratch 2	7	3	124	SFX	SC-88Pro	125	125+	Scratch 2	cratch 2	
125+	ScratchKey	8	3	124	SFX	SC-88Pro	125	125+	ScratchKey	cratchKey	
125+	TapeRewind	9	3	124	SFX	SC-88Pro	125	125+	TapeRewind	apeRewind	
125+	Phono Noise	10	3	124	SFX	SC-88Pro	125	125+	Phono Noise	hono Noise	
125+	MC-500 Beep	11	3	124	SFX	SC-88Pro	125	125+	MC-500 Beep	C-500 Beep	
126	Helicopter	0	3	125	SFX	SC-88Pro	126	126	Helicopter	elicopter	
126+	Car-Engine	1	3	125	SFX	SC-88Pro	126	126+	Car-Engine	ar-Engine	
126+	Car-Stop	2	3	125	SFX	SC-88Pro	126	126+	Car-Stop	ar-Stop	
126+	Car-Pass	3	3	125	SFX	SC-88Pro	126	126+	Car-Pass	ar-Pass	
126+	Car-Crash	4	3	125	SFX	SC-88Pro	126	126+	Car-Crash	ar-Crash	
126+	Siren	5	3	125	SFX	SC-88Pro	126	126+	Siren	iren	
126+	Train	6	3	125	SFX	SC-88Pro	126	126+	Train	rain	
126+	Jetplane	7	3	125	SFX	SC-88Pro	126	126+	Jetplane	etplane	
126+	Starship	8	3	125	SFX	SC-88Pro	126	126+	Starship	tarship	
126+	Burst Noise	9	3	125	SFX	SC-88Pro	126	126+	Burst Noise	urst Noise	
126+	Calculating	10	3	125	SFX	SC-88Pro	126	126+	Calculating	alculating	
126+	Perc. Bang	11	3	125	SFX	SC-88Pro	126	126+	Perc. Bang	erc. Bang	
127	Applause	0	3	126	SFX	SC-88Pro	127	127	Applause	pplause	
127+	Laughing	1	3	126	SFX	SC-88Pro	127	127+	Laughing	aughing	
127+	Screaming	2	3	126	SFX	SC-88Pro	127	127+	Screaming	creaming	
127+	Punch	3	3	126	SFX	SC-88Pro	127	127+	Punch	unch	
127+	Heart Beat	4	3	126	SFX	SC-88Pro	127	127+	Heart Beat	eart Beat	
127+	Footsteps	5	3	126	SFX	SC-88Pro	127	127+	Footsteps	ootsteps	
127+	Applause 2	6	3	126	SFX	SC-88Pro	127	127+	Applause 2	pplause 2	
127+	Small Club	7	3	126	SFX	SC-88Pro	127	127+	Small Club	mall Club	
127+	ApplauseWave	8	3	126	SFX	SC-88Pro	127	127+	ApplauseWave	pplauseWave	
127+	Voice One	16	3	126	SFX	SC-88Pro	127	127+	Voice One	oice One	
127+	Voice Two	17	3	126	SFX	SC-88Pro	127	127+	Voice Two	oice Two	
127+	Voice Three	18	3	126	SFX	SC-88Pro	127	127+	Voice Three	oice Three	
127+	Voice Tah	19	3	126	SFX	SC-88Pro	127	127+	Voice Tah	oice Tah	
127+	Voice Whey	20	3	126	SFX	SC-88Pro	127	127+	Voice Whey	oice Whey	
128	Gun Shot	0	3	127	SFX	SC-88Pro	128	128	Gun Shot	un Shot	
128+	Machine Gun	1	3	127	SFX	SC-88Pro	128	128+	Machine Gun	achine Gun	
128+	Lasergun	2	3	127	SFX	SC-88Pro	128	128+	Lasergun	asergun	
128+	Explosion	3	3	127	SFX	SC-88Pro	128	128+	Explosion	xplosion	
128+	Eruption	4	3	127	SFX	SC-88Pro	128	128+	Eruption	ruption	
128+	Big Shot	5	3	127	SFX	SC-88Pro	128	128+	Big Shot	ig Shot	
121	$Gt.FretNoise	0	2	120	SFX	SC-88	121	121	'Gt.FretNoise	Gt.FretNoise	'
121+	$Gt.CutNoise	1	2	120	SFX	SC-88	121	121+	'Gt.CutNoise	Gt.CutNoise	'
121+	$String Slap	2	2	120	SFX	SC-88	121	121+	'String Slap	String Slap	'
121+	$Gt.CutNz. 2	3	2	120	SFX	SC-88	121	121+	'Gt.CutNz. 2	Gt.CutNz. 2	'
121+	$Dist.CutNz.	4	2	120	SFX	SC-88	121	121+	'Dist.CutNz.	Dist.CutNz.	'
121+	$Bass Slide	5	2	120	SFX	SC-88	121	121+	'Bass Slide	Bass Slide	'
121+	$Pick Scrape	6	2	120	SFX	SC-88	121	121+	'Pick Scrape	Pick Scrape	'
122	$BreathNoise	0	2	121	SFX	SC-88	122	122	'BreathNoise	BreathNoise	'
122+	$Fl.KeyClick	1	2	121	SFX	SC-88	122	122+	'Fl.KeyClick	Fl.KeyClick	'
123	$Seashore	0	2	122	SFX	SC-88	123	123	'Seashore	Seashore	'
123+	$Rain	1	2	122	SFX	SC-88	123	123+	'Rain	Rain	'
123+	$Thunder	2	2	122	SFX	SC-88	123	123+	'Thunder	Thunder	'
123+	$Wind	3	2	122	SFX	SC-88	123	123+	'Wind	Wind	'
123+	$Stream	4	2	122	SFX	SC-88	123	123+	'Stream	Stream	'
123+	$Bubble	5	2	122	SFX	SC-88	123	123+	'Bubble	Bubble	'
124	$Bird	0	2	123	SFX	SC-88	124	124	'Bird	Bird	'
124+	$Dog	1	2	123	SFX	SC-88	124	124+	'Dog	Dog	'
124+	$HorseGallop	2	2	123	SFX	SC-88	124	124+	'HorseGallop	HorseGallop	'
124+	$Bird 2	3	2	123	SFX	SC-88	124	124+	'Bird 2	Bird 2	'
124+	$Kitty	4	2	123	SFX	SC-88	124	124+	'Kitty	Kitty	'
124+	$Growl	5	2	123	SFX	SC-88	124	124+	'Growl	Growl	'
125	$Telephone 1	0	2	124	SFX	SC-88	125	125	'Telephone 1	Telephone 1	'
125+	$Telephone 2	1	2	124	SFX	SC-88	125	125+	'Telephone 2	Telephone 2	'
125+	$Creaking	2	2	124	SFX	SC-88	125	125+	'Creaking	Creaking	'
125+	$Door	3	2	124	SFX	SC-88	125	125+	'Door	Door	'
125+	$Scratch	4	2	124	SFX	SC-88	125	125+	'Scratch	Scratch	'
125+	$Wind Chimes	5	2	124	SFX	SC-88	125	125+	'Wind Chimes	Wind Chimes	'
125+	$Scratch 2	7	2	124	SFX	SC-88	125	125+	'Scratch 2	Scratch 2	'
126	$Helicopter	0	2	125	SFX	SC-88	126	126	'Helicopter	Helicopter	'
126+	$Car-Engine	1	2	125	SFX	SC-88	126	126+	'Car-Engine	Car-Engine	'
126+	$Car-Stop	2	2	125	SFX	SC-88	126	126+	'Car-Stop	Car-Stop	'
126+	$Car-Pass	3	2	125	SFX	SC-88	126	126+	'Car-Pass	Car-Pass	'
126+	$Car-Crash	4	2	125	SFX	SC-88	126	126+	'Car-Crash	Car-Crash	'
126+	$Siren	5	2	125	SFX	SC-88	126	126+	'Siren	Siren	'
126+	$Train	6	2	125	SFX	SC-88	126	126+	'Train	Train	'
126+	$Jetplane	7	2	125	SFX	SC-88	126	126+	'Jetplane	Jetplane	'
126+	$Starship	8	2	125	SFX	SC-88	126	126+	'Starship	Starship	'
126+	$Burst Noise	9	2	125	SFX	SC-88	126	126+	'Burst Noise	Burst Noise	'
127	$Applause	0	2	126	SFX	SC-88	127	127	'Applause	Applause	'
127+	$Laughing	1	2	126	SFX	SC-88	127	127+	'Laughing	Laughing	'
127+	$Screaming	2	2	126	SFX	SC-88	127	127+	'Screaming	Screaming	'
127+	$Punch	3	2	126	SFX	SC-88	127	127+	'Punch	Punch	'
127+	$Heart Beat	4	2	126	SFX	SC-88	127	127+	'Heart Beat	Heart Beat	'
127+	$Footsteps	5	2	126	SFX	SC-88	127	127+	'Footsteps	Footsteps	'
127+	$Applause 2	6	2	126	SFX	SC-88	127	127+	'Applause 2	Applause 2	'
128	$Gun Shot	0	2	127	SFX	SC-88	128	128	'Gun Shot	Gun Shot	'
128+	$Machine Gun	1	2	127	SFX	SC-88	128	128+	'Machine Gun	Machine Gun	'
128+	$Lasergun	2	2	127	SFX	SC-88	128	128+	'Lasergun	Lasergun	'
128+	$Explosion	3	2	127	SFX	SC-88	128	128+	'Explosion	Explosion	'
121	*Gt.FretNoiz	0	1	120	SFX	SC-55	121	121	"Gt.FretNoiz	Gt.FretNoiz	"
121+	*Gt.CutNoise	1	1	120	SFX	SC-55	121	121+	"Gt.CutNoise	Gt.CutNoise	"
121+	*String Slap	2	1	120	SFX	SC-55	121	121+	"String Slap	String Slap	"
122	*BreathNoise	0	1	121	SFX	SC-55	122	122	"BreathNoise	BreathNoise	"
122+	*Fl.KeyClick	1	1	121	SFX	SC-55	122	122+	"Fl.KeyClick	Fl.KeyClick	"
123	*Seashore	0	1	122	SFX	SC-55	123	123	"Seashore	Seashore	"
123+	*Rain	1	1	122	SFX	SC-55	123	123+	"Rain	Rain	"
123+	*Thunder	2	1	122	SFX	SC-55	123	123+	"Thunder	Thunder	"
123+	*Wind	3	1	122	SFX	SC-55	123	123+	"Wind	Wind	"
123+	*Stream	4	1	122	SFX	SC-55	123	123+	"Stream	Stream	"
123+	*Bubble	5	1	122	SFX	SC-55	123	123+	"Bubble	Bubble	"
124	*Bird	0	1	123	SFX	SC-55	124	124	"Bird	Bird	"
124+	*Dog	1	1	123	SFX	SC-55	124	124+	"Dog	Dog	"
124+	*HorseGallop	2	1	123	SFX	SC-55	124	124+	"HorseGallop	HorseGallop	"
124+	*Bird 2	3	1	123	SFX	SC-55	124	124+	"Bird 2	Bird 2	"
125	*Telephone 1	0	1	124	SFX	SC-55	125	125	"Telephone 1	Telephone 1	"
125+	*Telephone 2	1	1	124	SFX	SC-55	125	125+	"Telephone 2	Telephone 2	"
125+	*Creaking	2	1	124	SFX	SC-55	125	125+	"Creaking	Creaking	"
125+	*Door	3	1	124	SFX	SC-55	125	125+	"Door	Door	"
125+	*Scratch	4	1	124	SFX	SC-55	125	125+	"Scratch	Scratch	"
125+	*Wind Chimes	5	1	124	SFX	SC-55	125	125+	"Wind Chimes	Wind Chimes	"
126	*Helicopter	0	1	125	SFX	SC-55	126	126	"Helicopter	Helicopter	"
126+	*Car-Engine	1	1	125	SFX	SC-55	126	126+	"Car-Engine	Car-Engine	"
126+	*Car-Stop	2	1	125	SFX	SC-55	126	126+	"Car-Stop	Car-Stop	"
126+	*Car-Pass	3	1	125	SFX	SC-55	126	126+	"Car-Pass	Car-Pass	"
126+	*Car-Crash	4	1	125	SFX	SC-55	126	126+	"Car-Crash	Car-Crash	"
126+	*Siren	5	1	125	SFX	SC-55	126	126+	"Siren	Siren	"
126+	*Train	6	1	125	SFX	SC-55	126	126+	"Train	Train	"
126+	*Jetplane	7	1	125	SFX	SC-55	126	126+	"Jetplane	Jetplane	"
126+	*Starship	8	1	125	SFX	SC-55	126	126+	"Starship	Starship	"
126+	*Burst Noise	9	1	125	SFX	SC-55	126	126+	"Burst Noise	Burst Noise	"
127	*Applause	0	1	126	SFX	SC-55	127	127	"Applause	Applause	"
127+	*Laughing	1	1	126	SFX	SC-55	127	127+	"Laughing	Laughing	"
127+	*Screaming	2	1	126	SFX	SC-55	127	127+	"Screaming	Screaming	"
127+	*Punch	3	1	126	SFX	SC-55	127	127+	"Punch	Punch	"
127+	*Heart Beat	4	1	126	SFX	SC-55	127	127+	"Heart Beat	Heart Beat	"
127+	*Footsteps	5	1	126	SFX	SC-55	127	127+	"Footsteps	Footsteps	"
128	*Gun Shot	0	1	127	SFX	SC-55	128	128	"Gun Shot	Gun Shot	"
128+	*Machine Gun	1	1	127	SFX	SC-55	128	128+	"Machine Gun	Machine Gun	"
128+	*Lasergun	2	1	127	SFX	SC-55	128	128+	"Lasergun	Lasergun	"
128+	*Explosion	3	1	127	SFX	SC-55	128	128+	"Explosion	Explosion	"
124	#Telephone	127	1	123	SFX	CM-64	124	124	#"Telephone	Telephone	#"
125	#Bird Tweet	127	1	124	SFX	CM-64	125	125	#"Bird Tweet	Bird Tweet	#"
126	#OneNote Jam	127	1	125	SFX	CM-64	126	126	#"OneNote Jam	OneNote Jam	#"
127	#Water Bell	127	1	126	SFX	CM-64	127	127	#"Water Bell	Water Bell	#"
128	#Jungle Tune	127	1	127	SFX	CM-64	128	128	#"Jungle Tune	Jungle Tune	#"
1	STANDARD 1	0	3	0	Drum Set	SC-88Pro	1	001	*STANDARD 1	TANDARD 1	
2	STANDARD 2	0	3	1	Drum Set	SC-88Pro	2	002	*STANDARD 2	TANDARD 2	
3	STANDARD 3	0	3	2	Drum Set	SC-88Pro	3	003	*STANDARD 3	TANDARD 3	
9	ROOM	0	3	8	Drum Set	SC-88Pro	9	009	*ROOM	OOM	
10	HIP HOP	0	3	9	Drum Set	SC-88Pro	10	010	*HIP HOP	IP HOP	
11	JUNGLE	0	3	10	Drum Set	SC-88Pro	11	011	*JUNGLE	UNGLE	
12	TECHNO	0	3	11	Drum Set	SC-88Pro	12	012	*TECHNO	ECHNO	
17	POWER	0	3	16	Drum Set	SC-88Pro	17	017	*POWER	OWER	
25	ELECTRONIC	0	3	24	Drum Set	SC-88Pro	25	025	*ELECTRONIC	LECTRONIC	
26	TR-808	0	3	25	Drum Set	SC-88Pro	26	026	*TR-808	R-808	
27	DANCE	0	3	26	Drum Set	SC-88Pro	27	027	*DANCE	ANCE	
28	CR-78	0	3	27	Drum Set	SC-88Pro	28	028	*CR-78	R-78	
29	TR-606	0	3	28	Drum Set	SC-88Pro	29	029	*TR-606	R-606	
30	TR-707	0	3	29	Drum Set	SC-88Pro	30	030	*TR-707	R-707	
31	TR-909	0	3	30	Drum Set	SC-88Pro	31	031	*TR-909	R-909	
33	JAZZ	0	3	32	Drum Set	SC-88Pro	33	033	*JAZZ	AZZ	
41	BRUSH	0	3	40	Drum Set	SC-88Pro	41	041	*BRUSH	RUSH	
49	ORCHESTRA	0	3	48	Drum Set	SC-88Pro	49	049	*ORCHESTRA	RCHESTRA	
50	ETHNIC	0	3	49	Drum Set	SC-88Pro	50	050	*ETHNIC	THNIC	
51	KICK & SNARE	0	3	50	Drum Set	SC-88Pro	51	051	*KICK & SNARE	ICK & SNARE	
53	ASIA	0	3	52	Drum Set	SC-88Pro	53	053	*ASIA	SIA	
54	CYMBAL&CLAPS	0	3	53	Drum Set	SC-88Pro	54	054	*CYMBAL&CLAPS	YMBAL&CLAPS	
57	SFX	0	3	56	Drum Set	SC-88Pro	57	057	*SFX	FX	
58	RHYTHM FX	0	3	57	Drum Set	SC-88Pro	58	058	*RHYTHM FX	HYTHM FX	
59	RHYTHM FX 2	0	3	58	Drum Set	SC-88Pro	59	059	*RHYTHM FX 2	HYTHM FX 2	
1	$STANDARD 1	0	2	0	Drum Set	SC-88	1	001	*'STANDARD 1	STANDARD 1	'
2	$STANDARD 2	0	2	1	Drum Set	SC-88	2	002	*'STANDARD 2	STANDARD 2	'
9	$ROOM	0	2	8	Drum Set	SC-88	9	009	*'ROOM	ROOM	'
17	$POWER	0	2	16	Drum Set	SC-88	17	017	*'POWER	POWER	'
25	$ELECTRONIC	0	2	24	Drum Set	SC-88	25	025	*'ELECTRONIC	ELECTRONIC	'
26	$TR-808/909	0	2	25	Drum Set	SC-88	26	026	*'TR-808/909	TR-808/909	'
27	$DANCE	0	2	26	Drum Set	SC-88	27	027	*'DANCE	DANCE	'
33	$JAZZ	0	2	32	Drum Set	SC-88	33	033	*'JAZZ	JAZZ	'
41	$BRUSH	0	2	40	Drum Set	SC-88	41	041	*'BRUSH	BRUSH	'
49	$ORCHESTRA	0	2	48	Drum Set	SC-88	49	049	*'ORCHESTRA	ORCHESTRA	'
50	$ETHNIC	0	2	49	Drum Set	SC-88	50	050	*'ETHNIC	ETHNIC	'
51	$KICK & SNARE	0	2	50	Drum Set	SC-88	51	051	*'KICK & SNARE	KICK & SNARE	'
57	$SFX	0	2	56	Drum Set	SC-88	57	057	*'SFX	SFX	'
58	$RHYTHM FX	0	2	57	Drum Set	SC-88	58	058	*'RHYTHM FX	RHYTHM FX	'
1	*STANDARD	0	1	0	Drum Set	SC-55	1	001	*"STANDARD	STANDARD	"
9	*ROOM	0	1	8	Drum Set	SC-55	9	009	*"ROOM	ROOM	"
17	*POWER	0	1	16	Drum Set	SC-55	17	017	*"POWER	POWER	"
25	*ELECTRONIC	0	1	24	Drum Set	SC-55	25	025	*"ELECTRONIC	ELECTRONIC	"
26	*TR-808	0	1	25	Drum Set	SC-55	26	026	*"TR-808	TR-808	"
33	*JAZZ	0	1	32	Drum Set	SC-55	33	033	*"JAZZ	JAZZ	"
41	*BRUSH	0	1	40	Drum Set	SC-55	41	041	*"BRUSH	BRUSH	"
49	*ORCHESTRA	0	1	48	Drum Set	SC-55	49	049	*"ORCHESTRA	ORCHESTRA	"
57	*SFX	0	1	56	Drum Set	SC-55	57	057	*"SFX	SFX	"
128	#CM-64/32L	0	1	127	Drum Set	CM-64	128	128	*"CM-64/32L	CM-64/32L	"
